title,price,area,price_per_sqft,locality,city,property_type,bedroom_num,bathroom_num,balcony_num,furnished,age,total_floors,latitude,longitude,metro_score,bus_score,hwy_score,airport_score,IABS
 ,10900000,427,25526.93208,Mulund,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.17477226,72.94526672,0.2,0.8,0.0,0.0,28.000000000000004
Amardeep Anutham,12500000,600,20833.33333,Mulund,Mumbai,Apartment,1,2,0,Unfurnished,1,1,19.16629219,72.95844269,0.5,0.2,0.5,0.0,35.0
Mahindra Happinest Kalyan,4500000,554,8122.743682,Kalyan,Mumbai,Apartment,1,1,0,Semi-Furnished,0,1,19.26692581,73.08604431,0.0,0.0,0.8,0.0,16.000000000000004
Hiranandani Lake Enclave,65000000,2450,26530.61224,Thane,Mumbai,Apartment,4,3,0,Semi-Furnished,0,1,19.25937271,72.98062134,0.0,0.0,0.0,0.0,0.0
 ,2900000,550,5272.727273,Nalasopara,Mumbai,Apartment,1,1,0,Semi-Furnished,8,1,19.41014671,72.78446198,0.0,0.0,0.0,0.0,0.0
A And O A And O Excellente,6600000,415,15903.61446,Mulund,Mumbai,Apartment,1,2,0,Unfurnished,1,1,19.17740822,72.95456696,0.5,0.5,0.2,0.0,36.5
Godrej Godrej Vihaa,2500000,680,3676.470588,Badlapur,Mumbai,Apartment,1,1,0,Semi-Furnished,0,1,19.14213181,73.24555206,0.0,0.0,0.0,0.0,0.0
Gurukrupa PG Vatika,2150000,620,3467.741935,Badlapur,Mumbai,Apartment,1,1,0,Furnished,0,1,19.16678429,73.23679352,0.8,0.0,0.0,0.0,32.00000000000001
 ,22500000,1000,22500.0,Mulund,Mumbai,Apartment,3,3,0,Semi-Furnished,0,1,19.16671753,72.95909119,0.5,0.2,0.5,0.0,35.0
 ,5800000,868,6682.02765,Dombivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.20101738,73.09404755,0.0,0.0,0.0,0.0,0.0
 ,5960000,895,6659.217877,Dombivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.20101738,73.09404755,0.0,0.0,0.0,0.0,0.0
 ,7200000,750,9600.0,Ulwe,Mumbai,Apartment,1,1,0,Semi-Furnished,0,1,18.98015976,73.0243454,0.0,0.0,0.2,0.0,4.000000000000001
Gurukrupa Marina Enclave,18400000,1000,18400.0,Malad,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.20220566,72.81529236,0.0,0.0,0.0,0.0,0.0
 ,15000000,1645,9118.541033,Ulwe,Mumbai,Apartment,3,3,0,Unfurnished,0,1,18.96447182,73.02228546,0.0,0.0,0.2,0.0,4.000000000000001
 ,11000000,1144,9615.384615,Ulwe,Mumbai,Apartment,2,2,0,Unfurnished,0,1,18.96853638,73.02222443,0.0,0.0,0.2,0.0,4.000000000000001
 ,5500000,726,7575.757576,Ulwe,Mumbai,Apartment,1,1,0,Furnished,0,1,18.96444893,73.02114868,0.0,0.0,0.2,0.0,4.000000000000001
 ,5200000,790,6582.278481,Ulwe,Mumbai,Apartment,1,1,0,Unfurnished,0,1,18.96338272,73.02172852,0.0,0.0,0.2,0.0,4.000000000000001
 ,4975000,690,7210.144928,Ulwe,Mumbai,Apartment,1,1,0,Unfurnished,0,1,18.96877289,73.0225296,0.0,0.0,0.2,0.0,4.000000000000001
 ,8800000,963,9138.110073,Kalyan,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.24651527,73.106987,0.0,0.0,0.8,0.0,16.000000000000004
PNK Winstone,5800000,730,7945.205479,Mira Road,Mumbai,Apartment,1,2,0,Semi-Furnished,9,1,19.28800583,72.87633514,0.0,0.0,0.0,0.0,0.0
 ,8300000,401,20698.25436,Bhandup,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.15442848,72.93182373,0.2,0.0,0.0,0.0,8.000000000000002
Pramanik Walchand Avenue,7390000,890,8303.370787,Mira Road,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.28560066,72.86910248,0.2,0.2,0.0,0.0,13.0
Amardeep Anutham,23500000,1000,23500.0,Mulund,Mumbai,Apartment,3,3,0,Unfurnished,1,1,19.16571617,72.95872498,0.2,0.2,0.5,0.0,23.0
Amardeep Anutham,18500000,850,21764.70588,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,1,1,19.16444206,72.95793915,0.2,0.2,0.5,0.0,23.0
Arihant Aayan,3800000,870,4367.816092,Titwala,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.30003548,73.19812775,0.5,0.0,0.0,0.0,20.0
Amardeep Anutham,19000000,850,22352.94118,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,1,1,19.16434288,72.95777893,0.2,0.2,0.5,0.0,23.0
Arihant Aayan,2600000,567,4585.537919,Titwala,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.30003548,73.19812775,0.5,0.0,0.0,0.0,20.0
Amardeep Anutham,12000000,600,20000.0,Mulund,Mumbai,Apartment,1,2,0,Unfurnished,1,1,19.17660332,72.96685028,0.2,0.2,0.8,0.0,29.000000000000004
 ,10900000,427,25526.93208,Mulund,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.17477226,72.94526672,0.2,0.8,0.0,0.0,28.000000000000004
Amardeep Anutham,12500000,600,20833.33333,Mulund,Mumbai,Apartment,1,2,0,Unfurnished,1,1,19.16629219,72.95844269,0.5,0.2,0.5,0.0,35.0
Mahindra Happinest Kalyan,4500000,554,8122.743682,Kalyan,Mumbai,Apartment,1,1,0,Semi-Furnished,0,1,19.26692581,73.08604431,0.0,0.0,0.8,0.0,16.000000000000004
Hiranandani Lake Enclave,65000000,2450,26530.61224,Thane,Mumbai,Apartment,4,3,0,Semi-Furnished,0,1,19.25937271,72.98062134,0.0,0.0,0.0,0.0,0.0
 ,8500000,500,17000.0,Chembur,Mumbai,Apartment,1,2,0,Furnished,0,1,19.06815338,72.89574432,0.5,0.0,0.5,0.0,30.000000000000004
Oberoi Sky City,70000000,1850,37837.83784,Borivali,Mumbai,Apartment,4,4,0,Unfurnished,0,1,19.22125626,72.86371613,0.8,0.8,0.8,0.0,68.0
Kabra Hyde Park,11500000,780,14743.58974,Thane,Mumbai,Apartment,2,2,0,Semi-Furnished,7,1,19.22662354,72.97582245,0.0,0.0,0.5,0.0,10.0
Eversmile Jasmine Towers,15000000,800,18750.0,Thane,Mumbai,Apartment,2,2,0,Semi-Furnished,15,1,19.22200394,72.967453,0.0,0.0,0.2,0.0,4.000000000000001
Oberoi Sky City,45000000,1450,31034.48276,Borivali,Mumbai,Apartment,3,3,0,Semi-Furnished,0,1,19.22222519,72.86069489,0.5,0.5,0.5,0.0,42.50000000000001
Raheja Willows,30000000,1515,19801.9802,Kandivali,Mumbai,Apartment,3,3,0,Semi-Furnished,16,1,19.20157623,72.87600708,0.2,0.2,0.2,0.0,17.0
Paradise Sai Icon,7800000,700,11142.85714,Kharghar,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.07202339,73.07657623,0.2,0.0,0.2,0.0,12.000000000000002
Swaminarayan City,11000000,1700,6470.588235,Dombivali,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.22648811,73.07160187,0.0,0.0,0.0,0.0,0.0
Dream Avalon,22600000,2700,8370.37037,Kalyan,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.26074791,73.13831329,0.0,0.0,0.2,0.0,4.000000000000001
 ,13000000,670,19402.98507,Kandivali,Mumbai,Apartment,1,2,0,Semi-Furnished,0,1,19.21656609,72.83561707,0.8,0.0,0.0,0.0,32.00000000000001
Veena Veena Smart Homes,15000000,901,16648.1687,Kandivali,Mumbai,Apartment,2,2,0,Furnished,0,1,19.20770645,72.8211441,0.2,0.0,0.0,0.0,8.000000000000002
Sethia Kalpavruksh Heights,18000000,975,18461.53846,Kandivali,Mumbai,Apartment,2,2,0,Furnished,3,1,19.20169067,72.83439636,0.5,0.0,0.0,0.0,20.0
Sairama Apartment 20,7000000,615,11382.11382,Panvel,Mumbai,Apartment,1,1,0,Unfurnished,3,1,19.01024055,73.11411285,0.0,0.0,0.5,0.0,10.0
JP Unity Tower,25100000,600,41833.33333,Lower Parel,Mumbai,Apartment,2,2,0,Furnished,7,1,19.00595474,72.82984161,0.5,0.2,0.2,0.0,29.000000000000004
Giriraj Towers,13600000,1560,8717.948718,Panvel,Mumbai,Apartment,3,3,0,Semi-Furnished,0,1,19.03645325,73.0897522,0.0,0.0,0.5,0.0,10.0
 ,22000000,880,25000.0,Andheri,Mumbai,Apartment,2,2,0,Unfurnished,8,1,19.13805008,72.82532501,0.5,0.2,0.0,0.0,25.0
Hemani Login,24000000,960,25000.0,Kandivali,Mumbai,Apartment,2,2,0,Unfurnished,1,1,19.20834923,72.83477783,0.8,0.0,0.0,0.0,32.00000000000001
ACME Ozone,17500000,1362,12848.75184,Thane,Mumbai,Apartment,3,2,0,Semi-Furnished,10,1,19.23317337,72.97451782,0.0,0.0,0.2,0.0,4.000000000000001
Terraform Iris,7800000,780,10000.0,Thane,Mumbai,Apartment,2,2,0,Unfurnished,13,1,19.27041435,72.97019196,0.0,0.0,0.0,0.0,0.0
Rosa Gardenia,9900000,850,11647.05882,Thane,Mumbai,Apartment,3,3,0,Unfurnished,9,1,19.26728058,72.96354675,0.0,0.0,0.0,0.0,0.0
Lodha Splendora,11500000,1250,9200.0,Thane,Mumbai,Apartment,3,3,0,Semi-Furnished,2,1,19.28334618,72.95620728,0.0,0.0,0.0,0.0,0.0
Sheth Beaumonte,50000000,995,50251.25628,Sion,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.04106522,72.86421967,0.8,0.8,0.8,0.0,68.0
 ,140000000,2500,56000.0,Juhu,Mumbai,Apartment,3,4,0,Semi-Furnished,0,1,19.10037613,72.82952118,0.0,0.2,0.0,0.0,5.0
Reputed Builder Anita Nagar CHS,5800000,360,16111.11111,Kandivali,Mumbai,Apartment,1,1,0,Unfurnished,17,1,19.19727325,72.87498474,0.2,0.2,0.2,0.0,17.0
Lokhandwala Spring Leaf,7500000,365,20547.94521,Kandivali,Mumbai,Apartment,1,1,0,Semi-Furnished,15,1,19.19611168,72.87049866,0.2,0.2,0.2,0.0,17.0
Reputed Builder Chandra Nivas Apartments,21000000,1350,15555.55556,Andheri,Mumbai,Apartment,3,2,0,Semi-Furnished,4,1,19.1109066,72.87519073,0.5,0.2,0.2,0.6,38.0
Chandak Chandak Nischay,18500000,1020,18137.2549,Dahisar,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.24317169,72.86047363,0.5,0.2,0.5,0.0,35.0
KRV Ratnadeep Heights,11000000,600,18333.33333,Kurla,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.07390022,72.88529968,0.2,0.2,0.8,0.0,29.000000000000004
Ruturaj Vastushilp Phase II A B C Wings,3200000,650,4923.076923,Nala Sopara,Mumbai,Apartment,1,1,0,Semi-Furnished,3,1,19.4220562,72.80636597,0.2,0.0,0.0,0.0,8.000000000000002
 ,9500000,563,16873.88988,Thane,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.2293396,72.96694183,0.0,0.0,0.0,0.0,0.0
 ,4150000,700,5928.571429,Taloje,Mumbai,Apartment,1,2,0,Unfurnished,5,1,19.07429886,73.11659241,0.0,0.0,0.0,0.0,0.0
 ,11500000,550,20909.09091,Jogeshwari,Mumbai,Apartment,1,1,0,Semi-Furnished,0,1,19.12904167,72.84648132,0.2,0.0,0.2,0.0,12.000000000000002
 ,10500000,1390,7553.956835,Kharghar,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.04553604,73.06500244,0.0,0.0,0.2,0.0,4.000000000000001
Lodha Aqua,38000000,2400,15833.33333,Mira Road,Mumbai,Apartment,5,5,0,Semi-Furnished,10,1,19.26521301,72.87314606,0.2,0.0,0.8,0.0,24.000000000000004
 ,4200000,700,6000.0,Taloje,Mumbai,Apartment,1,2,0,Unfurnished,5,1,19.07429886,73.11659241,0.0,0.0,0.0,0.0,0.0
Vinay Unique Gardens,2965000,650,4561.538462,Virar,Mumbai,Apartment,1,1,0,Semi-Furnished,4,1,19.47238922,72.80033112,0.0,0.0,0.0,0.0,0.0
 ,4700000,595,7899.159664,Kalwa,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.20393562,73.0112381,0.0,0.0,0.2,0.0,4.000000000000001
 ,9900000,784,12627.55102,Thane,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.18860817,72.97050476,0.5,0.2,0.5,0.0,35.0
 ,24000000,1050,22857.14286,Thane,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.18860817,72.97050476,0.5,0.2,0.5,0.0,35.0
 ,3750000,380,9868.421053,Kalwa,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.20393562,73.0112381,0.0,0.0,0.2,0.0,4.000000000000001
 ,6000000,580,10344.82759,Kalwa,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.20393562,73.0112381,0.0,0.0,0.2,0.0,4.000000000000001
Reliable Garden,2400000,550,4363.636364,Naigaon,Mumbai,Apartment,1,1,0,Semi-Furnished,9,1,19.35764885,72.86575317,0.2,0.0,0.0,0.0,8.000000000000002
Sunteck West World 1 Tivri Naigaon East,2950000,620,4758.064516,Naigaon,Mumbai,Apartment,1,1,0,Unfurnished,1,1,19.36510086,72.86039734,0.2,0.0,0.0,0.0,8.000000000000002
 ,6800000,1200,5666.666667,Kharghar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.06671524,73.06954956,0.0,0.0,0.0,0.0,0.0
 ,3530000,730,4835.616438,Ambernath,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.18694687,73.19181824,0.0,0.0,0.0,0.0,0.0
Mohan Precious Greens,4500000,900,5000.0,Ambernath,Mumbai,Apartment,2,1,0,Semi-Furnished,0,1,19.20713806,73.18493652,0.8,0.0,0.0,0.0,32.00000000000001
Kanakia Zenworld Phase I,8925000,750,11900.0,Kanjurmarg,Mumbai,Apartment,1,1,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,8806000,740,11900.0,Kanjurmarg,Mumbai,Apartment,1,1,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,8710800,732,11900.0,Kanjurmarg,Mumbai,Apartment,1,1,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,8460900,711,11900.0,Kanjurmarg,Mumbai,Apartment,1,1,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,9936500,835,11900.0,Kanjurmarg,Mumbai,Apartment,1,2,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,8246700,693,11900.0,Kanjurmarg,Mumbai,Apartment,1,2,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,14803600,1244,11900.0,Kanjurmarg,Mumbai,Apartment,2,2,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,14506100,1219,11900.0,Kanjurmarg,Mumbai,Apartment,2,2,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,14077700,1183,11900.0,Kanjurmarg,Mumbai,Apartment,2,2,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,14018200,1178,11900.0,Kanjurmarg,Mumbai,Apartment,2,2,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,13268500,1115,11900.0,Kanjurmarg,Mumbai,Apartment,2,2,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,8675100,729,11900.0,Kanjurmarg,Mumbai,Apartment,1,2,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,8437100,709,11900.0,Kanjurmarg,Mumbai,Apartment,1,2,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,8770300,737,11900.0,Kanjurmarg,Mumbai,Apartment,1,2,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,8889300,747,11900.0,Kanjurmarg,Mumbai,Apartment,1,2,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,13506500,1135,11900.0,Kanjurmarg,Mumbai,Apartment,2,2,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,14410900,1211,11900.0,Kanjurmarg,Mumbai,Apartment,2,2,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,14696500,1235,11900.0,Kanjurmarg,Mumbai,Apartment,2,2,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,14660800,1232,11900.0,Kanjurmarg,Mumbai,Apartment,2,2,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,15910300,1337,11900.0,Kanjurmarg,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,16374400,1376,11900.0,Kanjurmarg,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,18218900,1531,11900.0,Kanjurmarg,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,18730600,1574,11900.0,Kanjurmarg,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Kanakia Zenworld Phase I,16422000,1380,11900.0,Kanjurmarg,Mumbai,Apartment,3,2,0,Unfurnished,2,1,19.13013268,72.93141937,0.8,0.0,0.2,0.0,36.00000000000001
Piramal Vaikunth Cluster 1,8231760,824,9990.0,Thane,Mumbai,Apartment,2,2,0,Unfurnished,3,1,19.22201729,72.98898315,0.0,0.0,0.8,0.0,16.000000000000004
Piramal Vaikunth Cluster 1,15264720,1528,9990.0,Thane,Mumbai,Apartment,2,2,0,Unfurnished,3,1,19.22201729,72.98898315,0.0,0.0,0.8,0.0,16.000000000000004
Radius Ten BKC,38967000,1257,31000.0,Bandra,Mumbai,Apartment,2,2,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,40300000,1300,31000.0,Bandra,Mumbai,Apartment,2,2,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,44516000,1436,31000.0,Bandra,Mumbai,Apartment,2,2,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,37014000,1194,31000.0,Bandra,Mumbai,Apartment,2,2,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,36487000,1177,31000.0,Bandra,Mumbai,Apartment,2,2,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,40021000,1291,31000.0,Bandra,Mumbai,Apartment,2,2,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,44578000,1438,31000.0,Bandra,Mumbai,Apartment,2,2,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,51367000,1657,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,48608000,1568,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,48422000,1562,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,54808000,1768,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,60574000,1954,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,57815000,1865,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,60698000,1958,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,65999000,2129,31000.0,Bandra,Mumbai,Apartment,3,4,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,66402000,2142,31000.0,Bandra,Mumbai,Apartment,3,4,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,71486000,2306,31000.0,Bandra,Mumbai,Apartment,3,4,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,66495000,2145,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,70959000,2289,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,65844000,2124,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,60512000,1952,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,54653000,1763,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,54870000,1770,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,58900000,1900,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,60109000,1939,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,62682000,2022,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,54281000,1751,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,54343000,1753,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,57846000,1866,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,53320000,1720,31000.0,Bandra,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,82460000,2660,31000.0,Bandra,Mumbai,Apartment,4,4,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,104532000,3372,31000.0,Bandra,Mumbai,Apartment,4,5,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,82212000,2652,31000.0,Bandra,Mumbai,Apartment,4,4,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
Radius Ten BKC,104656000,3376,31000.0,Bandra,Mumbai,Apartment,4,4,0,Unfurnished,2,1,19.0533371,72.84757233,0.2,0.2,0.8,0.0,29.000000000000004
 ,23000000,1530,15032.67974,Thane,Mumbai,Apartment,3,3,0,Furnished,0,1,19.19511414,72.9657135,0.2,0.0,0.8,0.0,24.000000000000004
 ,21000000,926,22678.18575,Thane,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.20139885,72.97268677,0.0,0.0,0.5,0.0,10.0
Neelam Solstice Phase I,21000000,1200,17500.0,Ghatkopar,Mumbai,Apartment,3,2,0,Unfurnished,1,1,19.07210922,72.91036224,0.2,0.0,0.8,0.0,24.000000000000004
Sheth Zuri,27500000,1425,19298.24561,Thane,Mumbai,Apartment,3,4,0,Unfurnished,0,1,19.21397972,72.98255157,0.0,0.0,0.8,0.0,16.000000000000004
Shree Krishna Heights,3400000,660,5151.515152,Naigaon,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.36189651,72.86177826,0.2,0.0,0.0,0.0,8.000000000000002
Shree Ram Heights,3500000,610,5737.704918,Naigaon,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.36137581,72.8595047,0.2,0.0,0.0,0.0,8.000000000000002
Lodha Divino Building 3,36000000,841,42806.18312,Sion,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.03442001,72.85756683,0.8,0.2,0.8,0.0,53.0
Prithvi Pride,8500000,997,8525.57673,Mira Road,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.2766304,72.88587952,0.0,0.0,0.8,0.0,16.000000000000004
Rubberwala Nebula,18000000,700,25714.28571,Girgaon,Mumbai,Apartment,1,2,0,Semi-Furnished,0,1,18.95713043,72.82692719,0.2,0.2,0.2,0.0,17.0
 ,51100000,790,64683.5443,Jacob Circle,Mumbai,Apartment,2,2,0,Unfurnished,0,1,18.98325348,72.82981873,0.8,0.0,0.5,0.0,42.00000000000001
Omkar Veda Exclusive,40000000,1259,31771.24702,Parel,Mumbai,Apartment,2,3,0,Semi-Furnished,8,1,18.99543762,72.83625031,0.5,0.0,0.8,0.0,36.00000000000001
B and M Millennium Avanish,19500000,1245,15662.6506,Airoli,Mumbai,Apartment,2,2,0,Semi-Furnished,10,1,19.14815331,73.00055695,0.0,0.0,0.0,0.0,0.0
Kripa Elysium,7500000,500,15000.0,Chembur,Mumbai,Apartment,1,2,0,Semi-Furnished,0,1,19.06542778,72.89547729,0.5,0.0,0.8,0.0,36.00000000000001
Shree Alampata,4600000,802,5735.660848,Taloja,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.08307838,73.09921265,0.2,0.0,0.2,0.0,12.000000000000002
